sep=,,
WOODMECH_1_SWORD_NAME,Деревянный меч,Wooden Sword [WOOD]
WOODMECH_3_CATAPULT_COLD_MAGNIFICENT_NAME,Великолепная морозная катапульта,Великолепная морозная катапульта
WOODMECH_3_CATAPULT_COLD_MAGNIFICENT_DESCRIPTION,{{damage}} урона холодом/nШанс крита {{critical_chance}}%,{{damage}} урона холодом/nШанс крита {{critical_chance}}%
WOODMECH_4_CATAPULT_REINFORCED_NAME,Усиленная катапульта,Усиленная катапульта
WOODMECH_4_CATAPULT_REINFORCED_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
WOODMECH_4_CATAPULT_REINFORCED_UNCOMMON_NAME,Улучшенная усиленная катапульта,Улучшенная усиленная катапульта
WOODMECH_4_CATAPULT_REINFORCED_UNCOMMON_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
WOODMECH_4_CATAPULT_REINFORCED_EXCELLENT_NAME,Превосходная усиленная катапульта,Превосходная усиленная катапульта
WOODMECH_4_CATAPULT_REINFORCED_EXCELLENT_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
WOODMECH_4_CATAPULT_REINFORCED_MYTHICAL_NAME,Мифическая усиленная катапульта,Мифическая усиленная катапульта
WOODMECH_4_CATAPULT_REINFORCED_MYTHICAL_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
WOODMECH_4_CATAPULT_REINFORCED_MAGNIFICENT_NAME,Великолепная усиленная катапульта,Великолепная усиленная катапульта
WOODMECH_4_CATAPULT_REINFORCED_MAGNIFICENT_DESCRIPTION,{{damage}} урона/nШанс крита {{critical_chance}}%,{{damage}} урона/nШанс крита {{critical_chance}}%
WOODMECH_5_CATAPULT_ACID_NAME,Кислотная катапульта,Кислотная катапульта
WOODMECH_5_CATAPULT_ACID_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_5_CATAPULT_ACID_UNCOMMON_NAME,Улучшенная кислотная катапульта,Улучшенная кислотная катапульта
WOODMECH_5_CATAPULT_ACID_UNCOMMON_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_5_CATAPULT_ACID_EXCELLENT_NAME,Превосходная кислотная катапульта,Превосходная кислотная катапульта
WOODMECH_5_CATAPULT_ACID_EXCELLENT_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_5_CATAPULT_ACID_MYTHICAL_NAME,Мифическая кислотная катапульта,Мифическая кислотная катапульта
WOODMECH_5_CATAPULT_ACID_MYTHICAL_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_5_CATAPULT_ACID_MAGNIFICENT_NAME,Великолепная кислотная катапульта,Великолепная кислотная катапульта
WOODMECH_5_CATAPULT_ACID_MAGNIFICENT_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_2_CROSSBOW_ACID_NAME,Кислотный арбалет,Кислотный арбалет
WOODMECH_2_CROSSBOW_ACID_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_2_CROSSBOW_ACID_UNCOMMON_NAME,Улучшенный кислотный арбалет,Улучшенный кислотный арбалет
WOODMECH_2_CROSSBOW_ACID_UNCOMMON_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_2_CROSSBOW_ACID_EXCELLENT_NAME,Превосходный кислотный арбалет,Превосходный кислотный арбалет
WOODMECH_2_CROSSBOW_ACID_EXCELLENT_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_2_CROSSBOW_ACID_MYTHICAL_NAME,Мифический кислотный арбалет,Мифический кислотный арбалет
WOODMECH_2_CROSSBOW_ACID_MYTHICAL_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_2_CROSSBOW_ACID_MAGNIFICENT_NAME,Великолепный кислотный арбалет,Великолепный кислотный арбалет
WOODMECH_2_CROSSBOW_ACID_MAGNIFICENT_DESCRIPTION,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%,{{damage}} кислотного урона/nШанс крита {{critical_chance}}%
WOODMECH_3_CROSSBOW_REINFORCED_NAME,Усиленный арбалет,Усиленный арбалет
WOODMECH_3_CROSSBOW_REINFORCED_DESCRIPTION,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%
WOODMECH_3_CROSSBOW_REINFORCED_UNCOMMON_NAME,Улучшенный усиленный арбалет,Улучшенный усиленный арбалет
WOODMECH_3_CROSSBOW_REINFORCED_UNCOMMON_DESCRIPTION,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%
WOODMECH_3_CROSSBOW_REINFORCED_EXCELLENT_NAME,Превосходный усиленный арбалет,Превосходный усиленный арбалет
WOODMECH_3_CROSSBOW_REINFORCED_EXCELLENT_DESCRIPTION,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%
WOODMECH_3_CROSSBOW_REINFORCED_MYTHICAL_NAME,Мифический усиленный арбалет,Мифический усиленный арбалет
WOODMECH_3_CROSSBOW_REINFORCED_MYTHICAL_DESCRIPTION,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%
WOODMECH_3_CROSSBOW_REINFORCED_MAGNIFICENT_NAME,Великолепный усиленный арбалет,Великолепный усиленный арбалет
WOODMECH_3_CROSSBOW_REINFORCED_MAGNIFICENT_DESCRIPTION,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} урона./nШанс крита {{critical_chance}}%
WOODMECH_4_CROSSBOW_FIRE_NAME,Огненный арбалет,Огненный арбалет
WOODMECH_4_CROSSBOW_FIRE_DESCRIPTION,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%
WOODMECH_4_CROSSBOW_FIRE_UNCOMMON_NAME,Улучшенный огненный арбалет,Улучшенный огненный арбалет
WOODMECH_4_CROSSBOW_FIRE_UNCOMMON_DESCRIPTION,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%
WOODMECH_4_CROSSBOW_FIRE_EXCELLENT_NAME,Превосходный огненный арбалет,Превосходный огненный арбалет
WOODMECH_4_CROSSBOW_FIRE_EXCELLENT_DESCRIPTION,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%
WOODMECH_4_CROSSBOW_FIRE_MYTHICAL_NAME,Мифический огненный арбалет,Мифический огненный арбалет
WOODMECH_4_CROSSBOW_FIRE_MYTHICAL_DESCRIPTION,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%
WOODMECH_4_CROSSBOW_FIRE_MAGNIFICENT_NAME,Великолепный огненный арбалет,Великолепный огненный арбалет
WOODMECH_4_CROSSBOW_FIRE_MAGNIFICENT_DESCRIPTION,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%,Наносит {{damage}} огненного урона./nШанс крита {{critical_chance}}%
WOODMECH_5_CROSSBOW_ELECTRIC_NAME,Электрический арбалет,Электрический арбалет
WOODMECH_5_CROSSBOW_ELECTRIC_DESCRIPTION,наносит {{damage}} урона электричеством./nШанс крита {{critical_chance}}%,наносит {{damage}} урона электричеством./nШанс крита {{critical_chance}}%
WOODMECH_5_CROSSBOW_ELECTRIC_UNCOMMON_NAME,Улучшенный электрический арбалет,Улучшенный электрический арбалет
WOODMECH_5_CROSSBOW_ELECTRIC_UNCOMMON_DESCRIPTION,наносит {{damage}} урона электричеством./nШанс крита {{critical_chance}}%,наносит {{damage}} урона электричеством./nШанс крита {{critical_chance}}%
WOODMECH_5_CROSSBOW_ELECTRIC_EXCELLENT_NAME,Превосходный электрический арбалет,Превосходный электрический арбалет
WOODMECH_5_CROSSBOW_ELECTRIC_EXCELLENT_DESCRIPTION,наносит {{damage}} урона электричеством./nШанс крита {{critical_chance}}%,наносит {{damage}} урона электричеством./nШанс крита {{critical_chance}}%
WOODMECH_5_CROSSBOW_ELECTRIC_MYTHICAL_NAME,Мифический электрический арбалет,Мифический электрический арбалет
